"","Borough","Category","StartDateTime","EventType","SubCategoryName","Month","Day","Year","Season"
"7376","Manhattan","Film",2023-07-05 07:00:00,"Shooting Permit","Feature",7,5,2023,"Summer"
"7377","Manhattan","Television",2023-06-30,"Shooting Permit","News",6,30,2023,"Summer"
"7378","Queens","Television",2023-06-29 10:00:00,"Shooting Permit","Episodic series",6,29,2023,"Summer"
"7379","Manhattan","Film",2023-06-30 10:00:00,"Shooting Permit","Feature",6,30,2023,"Summer"
"7380","Queens","Television",2023-06-29 08:00:00,"Shooting Permit","Episodic series",6,29,2023,"Summer"
"7381","Manhattan","Commercial",2023-06-29 07:00:00,"Shooting Permit","Commercial",6,29,2023,"Summer"
"7382","Manhattan","Commercial",2023-06-29 06:00:00,"Shooting Permit","Commercial",6,29,2023,"Summer"
"7383","Manhattan","Television",2023-06-29 02:00:00,"Shooting Permit","News",6,29,2023,"Summer"
"7384","Brooklyn","Television",2023-06-28 08:00:00,"Shooting Permit","Episodic series",6,28,2023,"Summer"
"7385","Manhattan","Commercial",2023-06-28 06:00:00,"Shooting Permit","Commercial",6,28,2023,"Summer"
"7386","Manhattan","Commercial",2023-06-30 07:00:00,"Shooting Permit","Commercial",6,30,2023,"Summer"
"7387","Brooklyn","Commercial",2023-06-28 07:00:00,"Shooting Permit","Commercial",6,28,2023,"Summer"
"7388","Manhattan","Film",2023-07-02 09:30:00,"Shooting Permit","Short",7,2,2023,"Summer"
"7389","Manhattan","Film",2023-07-01 13:15:00,"Shooting Permit","Short",7,1,2023,"Summer"
"7390","Bronx","Commercial",2023-06-24 06:00:00,"Shooting Permit","Commercial",6,24,2023,"Summer"
"7391","Manhattan","Commercial",2023-06-25 06:00:00,"Shooting Permit","Commercial",6,25,2023,"Summer"
"7392","Manhattan","Television",2023-06-25,"Shooting Permit","News",6,25,2023,"Summer"
"7393","Manhattan","Television",2023-06-24 03:00:00,"Shooting Permit","News",6,24,2023,"Summer"
"7394","Manhattan","Commercial",2023-06-28 08:00:00,"Shooting Permit","Commercial",6,28,2023,"Summer"
"7395","Brooklyn","Commercial",2023-06-27 06:00:00,"Shooting Permit","Commercial",6,27,2023,"Summer"
"7396","Brooklyn","Commercial",2023-06-26 06:00:00,"Shooting Permit","Commercial",6,26,2023,"Summer"
"7397","Queens","Commercial",2023-06-24 07:00:00,"Shooting Permit","Commercial",6,24,2023,"Summer"
"7398","Brooklyn","Commercial",2023-06-25 06:00:00,"Shooting Permit","Commercial",6,25,2023,"Summer"
"7399","Bronx","Film",2023-06-24 11:00:00,"Shooting Permit","Short",6,24,2023,"Summer"
"7400","Brooklyn","Film",2023-06-23 09:00:00,"Shooting Permit","Feature",6,23,2023,"Summer"
"7401","Manhattan","Television",2023-06-22 05:00:00,"Shooting Permit","News",6,22,2023,"Summer"
"7402","Manhattan","Film",2023-06-23 09:00:00,"Shooting Permit","Feature",6,23,2023,"Summer"
"7403","Manhattan","Television",2023-06-24 06:00:00,"Shooting Permit","Special/Awards Show",6,24,2023,"Summer"
"7404","Queens","Television",2023-06-29 07:00:00,"Shooting Permit","Episodic series",6,29,2023,"Summer"
"7405","Queens","Television",2023-06-28 07:00:00,"Shooting Permit","Episodic series",6,28,2023,"Summer"
"7406","Brooklyn","Film",2023-06-22 13:00:00,"Shooting Permit","Feature",6,22,2023,"Summer"
"7407","Queens","Television",2023-06-27 07:00:00,"Shooting Permit","Episodic series",6,27,2023,"Summer"
"7408","Queens","Television",2023-06-26 07:00:00,"Shooting Permit","Episodic series",6,26,2023,"Summer"
"7409","Brooklyn","Commercial",2023-06-28 06:00:00,"Shooting Permit","Commercial",6,28,2023,"Summer"
"7410","Brooklyn","Commercial",2023-06-27 06:00:00,"Shooting Permit","Commercial",6,27,2023,"Summer"
"7411","Brooklyn","Commercial",2023-06-26 06:00:00,"Shooting Permit","Commercial",6,26,2023,"Summer"
"7412","Queens","Film",2023-06-23 14:00:00,"Shooting Permit","Feature",6,23,2023,"Summer"
"7413","Manhattan","Television",2023-06-22 18:00:00,"Shooting Permit","Episodic series",6,22,2023,"Summer"
"7414","Manhattan","Television",2023-06-21 18:00:00,"Shooting Permit","Episodic series",6,21,2023,"Summer"
"7415","Brooklyn","Film",2023-06-20 07:00:00,"Shooting Permit","Feature",6,20,2023,"Summer"
"7416","Manhattan","Commercial",2023-06-25 06:00:00,"Shooting Permit","Commercial",6,25,2023,"Summer"
"7417","Brooklyn","Film",2023-06-19 07:00:00,"Shooting Permit","Feature",6,19,2023,"Summer"
"7418","Manhattan","Television",2023-06-23 07:00:00,"Shooting Permit","Episodic series",6,23,2023,"Summer"
"7419","Manhattan","Film",2023-06-22 12:00:00,"Shooting Permit","Feature",6,22,2023,"Summer"
"7420","Manhattan","Theater",2023-06-27 12:00:00,"Shooting Permit","Theater",6,27,2023,"Summer"
"7421","Brooklyn","Music Video",2023-06-21 22:00:00,"Shooting Permit","Signed Artist",6,21,2023,"Summer"
"7422","Queens","Television",2023-06-20 15:00:00,"Shooting Permit","Episodic series",6,20,2023,"Summer"
"7423","Manhattan","Television",2023-06-18 03:00:00,"Shooting Permit","News",6,18,2023,"Summer"
"7424","Manhattan","Television",2023-06-17 13:00:00,"Shooting Permit","News",6,17,2023,"Summer"
"7425","Manhattan","Television",2023-06-17 03:00:00,"Shooting Permit","News",6,17,2023,"Summer"
"7426","Manhattan","Television",2023-06-22 07:00:00,"Shooting Permit","Episodic series",6,22,2023,"Summer"
"7427","Manhattan","Television",2023-06-21 07:00:00,"Shooting Permit","Episodic series",6,21,2023,"Summer"
"7428","Manhattan","Film",2023-06-29 08:00:00,"Shooting Permit","Feature",6,29,2023,"Summer"
"7429","Manhattan","Film",2023-06-19 04:00:00,"Shooting Permit","Feature",6,19,2023,"Summer"
"7430","Manhattan","Television",2023-06-19 07:00:00,"Shooting Permit","Episodic series",6,19,2023,"Summer"
"7431","Brooklyn","Film",2023-06-21 11:00:00,"Shooting Permit","Feature",6,21,2023,"Summer"
"7432","Manhattan","Film",2023-06-20 09:00:00,"Shooting Permit","Feature",6,20,2023,"Summer"
"7433","Manhattan","Film",2023-06-20 08:00:00,"Shooting Permit","Feature",6,20,2023,"Summer"
"7434","Brooklyn","Commercial",2023-06-17 07:00:00,"Shooting Permit","Commercial",6,17,2023,"Summer"
"7435","Manhattan","Film",2023-06-18 05:00:00,"Shooting Permit","Feature",6,18,2023,"Summer"
"7436","Manhattan","Commercial",2023-06-16 06:00:00,"Shooting Permit","Commercial",6,16,2023,"Summer"
"7437","Queens","Television",2023-06-20 07:00:00,"Shooting Permit","Episodic series",6,20,2023,"Summer"
"7438","Manhattan","Film",2023-06-16 10:00:00,"Shooting Permit","Feature",6,16,2023,"Summer"
"7439","Manhattan","Film",2023-06-15 09:00:00,"Shooting Permit","Feature",6,15,2023,"Summer"
"7440","Manhattan","Film",2023-06-19 06:00:00,"Shooting Permit","Feature",6,19,2023,"Summer"
"7441","Brooklyn","Film",2023-06-16 07:00:00,"Shooting Permit","Feature",6,16,2023,"Summer"
"7442","Manhattan","Commercial",2023-06-15 07:00:00,"Shooting Permit","Commercial",6,15,2023,"Summer"
"7443","Manhattan","Film",2023-06-19 09:00:00,"Shooting Permit","Feature",6,19,2023,"Summer"
"7444","Manhattan","Television",2023-06-16 18:00:00,"Shooting Permit","Episodic series",6,16,2023,"Summer"
"7445","Manhattan","Film",2023-06-15 10:00:00,"Shooting Permit","Feature",6,15,2023,"Summer"
"7446","Manhattan","Film",2023-06-17 05:00:00,"Shooting Permit","Feature",6,17,2023,"Summer"
"7447","Manhattan","Film",2023-06-14 09:00:00,"Shooting Permit","Feature",6,14,2023,"Summer"
"7448","Brooklyn","Film",2023-06-14 07:00:00,"Shooting Permit","Short",6,14,2023,"Summer"
"7449","Queens","Film",2023-06-14 15:00:00,"Shooting Permit","Short",6,14,2023,"Summer"
"7450","Brooklyn","Commercial",2023-06-16 07:00:00,"Shooting Permit","Commercial",6,16,2023,"Summer"
"7451","Manhattan","Commercial",2023-06-15 08:00:00,"Shooting Permit","Commercial",6,15,2023,"Summer"
"7452","Manhattan","Television",2023-06-19 06:00:00,"Shooting Permit","Episodic series",6,19,2023,"Summer"
"7453","Manhattan","Commercial",2023-06-14 07:00:00,"Shooting Permit","Commercial",6,14,2023,"Summer"
"7454","Brooklyn","Commercial",2023-06-17 07:00:00,"Shooting Permit","Industrial/Corporate",6,17,2023,"Summer"
"7455","Brooklyn","Commercial",2023-06-16 07:00:00,"Shooting Permit","Industrial/Corporate",6,16,2023,"Summer"
"7456","Queens","Commercial",2023-06-15 06:00:00,"Shooting Permit","Industrial/Corporate",6,15,2023,"Summer"
"7457","Manhattan","Film",2023-06-13 06:00:00,"Shooting Permit","Feature",6,13,2023,"Summer"
"7458","Manhattan","Film",2023-06-14 06:00:00,"Shooting Permit","Feature",6,14,2023,"Summer"
"7459","Brooklyn","Film",2023-06-15 06:00:00,"Shooting Permit","Feature",6,15,2023,"Summer"
"7460","Manhattan","Film",2023-06-22 09:00:00,"Shooting Permit","Feature",6,22,2023,"Summer"
"7461","Manhattan","Film",2023-06-21 09:00:00,"Shooting Permit","Feature",6,21,2023,"Summer"
"7462","Manhattan","Commercial",2023-06-15 06:00:00,"Shooting Permit","Commercial",6,15,2023,"Summer"
"7463","Manhattan","Commercial",2023-06-18 06:00:00,"Shooting Permit","Commercial",6,18,2023,"Summer"
"7464","Manhattan","Commercial",2023-06-17 06:00:00,"Shooting Permit","Commercial",6,17,2023,"Summer"
"7465","Manhattan","Television",2023-06-11 04:00:00,"Shooting Permit","News",6,11,2023,"Summer"
"7466","Brooklyn","Film",2023-06-14 07:00:00,"Shooting Permit","Feature",6,14,2023,"Summer"
"7467","Queens","Film",2023-06-14 12:00:00,"Shooting Permit","Feature",6,14,2023,"Summer"
"7468","Manhattan","Television",2023-06-13,"Shooting Permit","News",6,13,2023,"Summer"
"7469","Bronx","Film",2023-07-07 08:00:00,"Shooting Permit","Short",7,7,2023,"Summer"
"7470","Queens","Television",2023-06-12 06:00:00,"Shooting Permit","Episodic series",6,12,2023,"Summer"
"7471","Brooklyn","Television",2023-06-13 11:00:00,"Shooting Permit","Episodic series",6,13,2023,"Summer"
"7472","Manhattan","Commercial",2023-06-14 06:00:00,"Shooting Permit","Commercial",6,14,2023,"Summer"
"7473","Manhattan","Commercial",2023-06-15 07:00:00,"Shooting Permit","Commercial",6,15,2023,"Summer"
"7474","Brooklyn","Commercial",2023-06-14 07:00:00,"Shooting Permit","Commercial",6,14,2023,"Summer"
"7475","Manhattan","Television",2023-06-12,"Shooting Permit","News",6,12,2023,"Summer"
"7476","Brooklyn","Film",2023-06-13 07:00:00,"Shooting Permit","Feature",6,13,2023,"Summer"
"7477","Manhattan","Television",2023-06-10 02:00:00,"Shooting Permit","News",6,10,2023,"Summer"
"7478","Manhattan","Television",2023-06-09,"Shooting Permit","News",6,9,2023,"Summer"
"7479","Manhattan","Commercial",2023-06-12 09:00:00,"Shooting Permit","Commercial",6,12,2023,"Summer"
"7480","Brooklyn","Film",2023-06-12 07:00:00,"Shooting Permit","Feature",6,12,2023,"Summer"
"7481","Manhattan","Commercial",2023-06-12 04:00:00,"Shooting Permit","Commercial",6,12,2023,"Summer"
"7482","Brooklyn","Commercial",2023-06-20 01:00:00,"Shooting Permit","Commercial",6,20,2023,"Summer"
"7483","Brooklyn","Commercial",2023-06-12 06:00:00,"Shooting Permit","Commercial",6,12,2023,"Summer"
"7484","Brooklyn","Commercial",2023-06-14 06:00:00,"Shooting Permit","Commercial",6,14,2023,"Summer"
"7485","Brooklyn","Commercial",2023-06-13 06:00:00,"Shooting Permit","Commercial",6,13,2023,"Summer"
"7486","Brooklyn","Commercial",2023-06-17 06:00:00,"Shooting Permit","Commercial",6,17,2023,"Summer"
"7487","Manhattan","Film",2023-06-09 11:00:00,"Shooting Permit","Feature",6,9,2023,"Summer"
"7488","Manhattan","Commercial",2023-06-11 03:00:00,"Shooting Permit","Commercial",6,11,2023,"Summer"
"7489","Brooklyn","Film",2023-06-16 07:00:00,"Shooting Permit","Feature",6,16,2023,"Summer"
"7490","Brooklyn","Film",2023-06-15 07:00:00,"Shooting Permit","Feature",6,15,2023,"Summer"
"7491","Brooklyn","Film",2023-06-13 07:00:00,"Shooting Permit","Feature",6,13,2023,"Summer"
"7492","Brooklyn","Film",2023-06-12 07:00:00,"Shooting Permit","Feature",6,12,2023,"Summer"
"7493","Manhattan","Television",2023-06-09 06:00:00,"Shooting Permit","Episodic series",6,9,2023,"Summer"
"7494","Manhattan","Commercial",2023-06-11 04:00:00,"Shooting Permit","Commercial",6,11,2023,"Summer"
"7495","Brooklyn","Music Video",2023-06-10 17:00:00,"Shooting Permit","Signed Artist",6,10,2023,"Summer"
"7496","Manhattan","Commercial",2023-06-09 06:00:00,"Shooting Permit","Commercial",6,9,2023,"Summer"
"7497","Manhattan","Television",2023-06-08 04:00:00,"Shooting Permit","News",6,8,2023,"Summer"
"7498","Manhattan","Film",2023-06-13 09:00:00,"Shooting Permit","Feature",6,13,2023,"Summer"
"7499","Manhattan","Film",2023-06-13 06:00:00,"Shooting Permit","Feature",6,13,2023,"Summer"
"7500","Staten Island","Commercial",2023-06-14,"Shooting Permit","Commercial",6,14,2023,"Summer"
"7501","Manhattan","Film",2023-06-12 06:00:00,"Shooting Permit","Feature",6,12,2023,"Summer"
"7502","Manhattan","Commercial",2023-06-14 07:00:00,"Shooting Permit","Commercial",6,14,2023,"Summer"
"7503","Brooklyn","Commercial",2023-06-15 08:00:00,"Shooting Permit","Commercial",6,15,2023,"Summer"
"7504","Manhattan","Film",2023-06-12 06:00:00,"Shooting Permit","Feature",6,12,2023,"Summer"
"7505","Queens","Commercial",2023-06-12 06:00:00,"Shooting Permit","Commercial",6,12,2023,"Summer"
"7506","Queens","Commercial",2023-06-13 06:00:00,"Shooting Permit","Commercial",6,13,2023,"Summer"
"7507","Manhattan","Commercial",2023-06-12 07:00:00,"Shooting Permit","Promo",6,12,2023,"Summer"
"7508","Manhattan","Film",2023-06-23 11:00:00,"Shooting Permit","Short",6,23,2023,"Summer"
"7509","Queens","Television",2023-06-09 06:00:00,"Shooting Permit","Episodic series",6,9,2023,"Summer"
"7510","Bronx","Television",2023-06-07 09:00:00,"Shooting Permit","Episodic series",6,7,2023,"Summer"
"7511","Brooklyn","Television",2023-06-12 06:00:00,"Shooting Permit","Episodic series",6,12,2023,"Summer"
"7512","Brooklyn","Film",2023-06-10 07:00:00,"Shooting Permit","Feature",6,10,2023,"Summer"
"7513","Manhattan","Film",2023-06-11 05:00:00,"Shooting Permit","Feature",6,11,2023,"Summer"
"7514","Brooklyn","Commercial",2023-06-08 07:00:00,"Shooting Permit","Commercial",6,8,2023,"Summer"
"7515","Brooklyn","Commercial",2023-06-07 07:00:00,"Shooting Permit","Commercial",6,7,2023,"Summer"
"7516","Bronx","Television",2023-06-07 13:00:00,"Shooting Permit","Cable-episodic",6,7,2023,"Summer"
"7517","Manhattan","Film",2023-06-10 05:00:00,"Shooting Permit","Feature",6,10,2023,"Summer"
"7518","Bronx","Television",2023-06-08 13:00:00,"Shooting Permit","Episodic series",6,8,2023,"Summer"
"7519","Queens","Television",2023-06-06 08:00:00,"Shooting Permit","Episodic series",6,6,2023,"Summer"
"7520","Bronx","Television",2023-06-09 06:00:00,"Shooting Permit","Cable-episodic",6,9,2023,"Summer"
"7521","Brooklyn","Television",2023-06-10 06:00:00,"Shooting Permit","Reality",6,10,2023,"Summer"
"7522","Brooklyn","Television",2023-06-09 06:00:00,"Shooting Permit","Reality",6,9,2023,"Summer"
"7523","Manhattan","Film",2023-06-07 05:00:00,"Shooting Permit","Feature",6,7,2023,"Summer"
"7524","Brooklyn","Television",2023-06-07 06:00:00,"Shooting Permit","Reality",6,7,2023,"Summer"
"7525","Brooklyn","Television",2023-06-06 06:00:00,"Shooting Permit","Reality",6,6,2023,"Summer"
"7526","Manhattan","Television",2023-06-06 13:00:00,"Shooting Permit","Episodic series",6,6,2023,"Summer"
"7527","Queens","Television",2023-06-05 09:30:00,"Shooting Permit","Episodic series",6,5,2023,"Summer"
"7528","Manhattan","Commercial",2023-06-07 06:00:00,"Shooting Permit","Commercial",6,7,2023,"Summer"
"7529","Manhattan","Television",2023-06-04 06:00:00,"Shooting Permit","Episodic series",6,4,2023,"Summer"
"7530","Manhattan","Commercial",2023-06-11 06:00:00,"Shooting Permit","Commercial",6,11,2023,"Summer"
"7531","Manhattan","Commercial",2023-06-09 06:00:00,"Shooting Permit","Commercial",6,9,2023,"Summer"
"7532","Bronx","Television",2023-06-05 06:00:00,"Shooting Permit","Cable-episodic",6,5,2023,"Summer"
"7533","Queens","Film",2023-06-08 06:00:00,"Shooting Permit","Feature",6,8,2023,"Summer"
"7534","Bronx","Television",2023-06-02 06:00:00,"Shooting Permit","Episodic series",6,2,2023,"Summer"
"7535","Manhattan","Television",2023-06-14,"Shooting Permit","Morning Show",6,14,2023,"Summer"
"7536","Manhattan","Television",2023-06-06 03:00:00,"Shooting Permit","News",6,6,2023,"Summer"
"7537","Manhattan","Television",2023-06-03 01:00:00,"Shooting Permit","News",6,3,2023,"Summer"
"7538","Manhattan","Television",2023-06-05 09:00:00,"Shooting Permit","News",6,5,2023,"Summer"
"7539","Brooklyn","Commercial",2023-06-02 06:00:00,"Shooting Permit","Commercial",6,2,2023,"Summer"
"7540","Brooklyn","Commercial",2023-06-03 06:00:00,"Shooting Permit","Commercial",6,3,2023,"Summer"
"7541","Manhattan","Commercial",2023-06-06 07:00:00,"Shooting Permit","Commercial",6,6,2023,"Summer"
"7542","Brooklyn","Commercial",2023-06-05 06:00:00,"Shooting Permit","Commercial",6,5,2023,"Summer"
"7543","Manhattan","Television",2023-06-05 07:00:00,"Shooting Permit","Episodic series",6,5,2023,"Summer"
"7544","Brooklyn","Commercial",2023-06-04 06:00:00,"Shooting Permit","Commercial",6,4,2023,"Summer"
"7545","Manhattan","Commercial",2023-06-06 06:00:00,"Shooting Permit","Commercial",6,6,2023,"Summer"
"7546","Manhattan","Commercial",2023-06-05 06:00:00,"Shooting Permit","Commercial",6,5,2023,"Summer"
"7547","Manhattan","Television",2023-06-03 12:00:00,"Shooting Permit","News",6,3,2023,"Summer"
"7548","Manhattan","Television",2023-06-04 01:00:00,"Shooting Permit","News",6,4,2023,"Summer"
"7549","Queens","Television",2023-06-01 07:00:00,"Shooting Permit","Episodic series",6,1,2023,"Summer"
"7550","Queens","Television",2023-06-08 06:00:00,"Shooting Permit","Episodic series",6,8,2023,"Summer"
"7551","Queens","Television",2023-06-07 06:00:00,"Shooting Permit","Episodic series",6,7,2023,"Summer"
"7552","Queens","Television",2023-06-06 06:00:00,"Shooting Permit","Episodic series",6,6,2023,"Summer"
"7553","Brooklyn","Film",2023-06-06 06:00:00,"Shooting Permit","Feature",6,6,2023,"Summer"
"7554","Bronx","Television",2023-06-06 07:00:00,"Shooting Permit","Episodic series",6,6,2023,"Summer"
"7555","Bronx","Television",2023-06-07 06:00:00,"Shooting Permit","Episodic series",6,7,2023,"Summer"
"7556","Bronx","Television",2023-06-05 07:00:00,"Shooting Permit","Episodic series",6,5,2023,"Summer"
"7557","Manhattan","Television",2023-05-31 02:00:00,"Shooting Permit","News",5,31,2023,"Spring"
"7558","Brooklyn","Film",2023-06-05 05:00:00,"Shooting Permit","Feature",6,5,2023,"Summer"
"7559","Manhattan","Film",2023-06-01 09:00:00,"Shooting Permit","Feature",6,1,2023,"Summer"
"7560","Manhattan","Television",2023-06-02 07:00:00,"Shooting Permit","Episodic series",6,2,2023,"Summer"
"7561","Manhattan","Television",2023-05-28 07:00:00,"Shooting Permit","Episodic series",5,28,2023,"Spring"
"7562","Manhattan","Film",2023-06-04 05:00:00,"Shooting Permit","Feature",6,4,2023,"Summer"
"7563","Bronx","Television",2023-06-02 07:00:00,"Shooting Permit","Episodic series",6,2,2023,"Summer"
"7564","Bronx","Television",2023-06-01 07:00:00,"Shooting Permit","Episodic series",6,1,2023,"Summer"
"7565","Manhattan","Film",2023-06-02 09:00:00,"Shooting Permit","Feature",6,2,2023,"Summer"
"7566","Brooklyn","Television",2023-06-05 06:00:00,"Shooting Permit","Episodic series",6,5,2023,"Summer"
"7567","Brooklyn","Commercial",2023-05-31 06:00:00,"Shooting Permit","Commercial",5,31,2023,"Spring"
"7568","Brooklyn","Commercial",2023-05-30 06:00:00,"Shooting Permit","Commercial",5,30,2023,"Spring"
"7569","Manhattan","Television",2023-06-02 10:00:00,"Shooting Permit","Episodic series",6,2,2023,"Summer"
"7570","Brooklyn","Commercial",2023-05-31 06:00:00,"Shooting Permit","Commercial",5,31,2023,"Spring"
"7571","Queens","Television",2023-06-05 07:00:00,"Shooting Permit","Episodic series",6,5,2023,"Summer"
"7572","Brooklyn","Television",2023-06-02 05:00:00,"Shooting Permit","Episodic series",6,2,2023,"Summer"
"7573","Manhattan","Television",2023-06-06 06:00:00,"Shooting Permit","Episodic series",6,6,2023,"Summer"
"7574","Brooklyn","Television",2023-06-01 05:00:00,"Shooting Permit","Episodic series",6,1,2023,"Summer"
"7575","Brooklyn","Television",2023-05-31 05:00:00,"Shooting Permit","Episodic series",5,31,2023,"Spring"
"7576","Manhattan","Commercial",2023-05-31 06:00:00,"Shooting Permit","Commercial",5,31,2023,"Spring"
"7577","Manhattan","Television",2023-06-29 09:00:00,"Shooting Permit","News",6,29,2023,"Summer"
"7578","Manhattan","Television",2023-05-31 07:00:00,"Shooting Permit","Cable-episodic",5,31,2023,"Spring"
"7579","Manhattan","Television",2023-06-23,"Shooting Permit","News",6,23,2023,"Summer"
"7580","Manhattan","Television",2023-06-22 09:00:00,"Shooting Permit","News",6,22,2023,"Summer"
"7581","Manhattan","Film",2023-06-03 05:00:00,"Shooting Permit","Feature",6,3,2023,"Summer"
"7582","Manhattan","Television",2023-05-29 01:00:00,"Shooting Permit","News",5,29,2023,"Spring"
"7583","Manhattan","Commercial",2023-05-29 09:00:00,"Shooting Permit","Commercial",5,29,2023,"Spring"
"7584","Brooklyn","Television",2023-05-30 07:00:00,"Shooting Permit","Episodic series",5,30,2023,"Spring"
"7585","Manhattan","Film",2023-05-31 06:00:00,"Shooting Permit","Feature",5,31,2023,"Spring"
"7586","Manhattan","Film",2023-05-30 06:00:00,"Shooting Permit","Feature",5,30,2023,"Spring"
"7587","Manhattan","Television",2023-05-31 07:00:00,"Shooting Permit","Episodic series",5,31,2023,"Spring"
"7588","Manhattan","Television",2023-05-30 07:00:00,"Shooting Permit","Episodic series",5,30,2023,"Spring"
"7589","Manhattan","Television",2023-06-01 07:00:00,"Shooting Permit","Episodic series",6,1,2023,"Summer"
"7590","Manhattan","Commercial",2023-06-01 06:00:00,"Shooting Permit","Commercial",6,1,2023,"Summer"
"7591","Brooklyn","Film",2023-05-26 17:30:00,"Shooting Permit","Short",5,26,2023,"Spring"
"7592","Bronx","Television",2023-05-31 07:00:00,"Shooting Permit","Episodic series",5,31,2023,"Spring"
"7593","Bronx","Television",2023-05-30 07:00:00,"Shooting Permit","Episodic series",5,30,2023,"Spring"
"7594","Brooklyn","Commercial",2023-06-16 06:00:00,"Shooting Permit","Industrial/Corporate",6,16,2023,"Summer"
"7595","Brooklyn","Commercial",2023-06-15 06:00:00,"Shooting Permit","Industrial/Corporate",6,15,2023,"Summer"
"7596","Bronx","Television",2023-06-02 10:00:00,"Shooting Permit","Episodic series",6,2,2023,"Summer"
"7597","Manhattan","Television",2023-05-31 06:00:00,"Shooting Permit","Episodic series",5,31,2023,"Spring"
"7598","Manhattan","Television",2023-05-28 01:00:00,"Shooting Permit","News",5,28,2023,"Spring"
"7599","Manhattan","Television",2023-05-27 01:00:00,"Shooting Permit","News",5,27,2023,"Spring"
"7600","Manhattan","Television",2023-05-25 02:00:00,"Shooting Permit","News",5,25,2023,"Spring"
"7601","Manhattan","Television",2023-05-30 06:00:00,"Shooting Permit","Episodic series",5,30,2023,"Spring"
"7602","Manhattan","Television",2023-05-25 09:00:00,"Shooting Permit","Episodic series",5,25,2023,"Spring"
"7603","Brooklyn","Television",2023-05-31 08:00:00,"Shooting Permit","Reality",5,31,2023,"Spring"
"7604","Brooklyn","Television",2023-05-30 08:00:00,"Shooting Permit","Reality",5,30,2023,"Spring"
"7605","Brooklyn","Television",2023-05-29 08:00:00,"Shooting Permit","Reality",5,29,2023,"Spring"
"7606","Brooklyn","Film",2023-06-16 08:00:00,"Shooting Permit","Feature",6,16,2023,"Summer"
"7607","Queens","Film",2023-06-02 08:00:00,"Shooting Permit","Feature",6,2,2023,"Summer"
"7608","Queens","Film",2023-06-01 08:00:00,"Shooting Permit","Feature",6,1,2023,"Summer"
"7609","Queens","Film",2023-05-31 08:00:00,"Shooting Permit","Feature",5,31,2023,"Spring"
"7610","Queens","Film",2023-05-30 08:00:00,"Shooting Permit","Feature",5,30,2023,"Spring"
"7611","Brooklyn","Television",2023-05-30 11:00:00,"Shooting Permit","Episodic series",5,30,2023,"Spring"
"7612","Brooklyn","Television",2023-05-25 08:00:00,"Shooting Permit","Episodic series",5,25,2023,"Spring"
"7613","Manhattan","Film",2023-05-24 14:00:00,"Shooting Permit","Feature",5,24,2023,"Spring"
"7614","Brooklyn","Television",2023-05-24 07:00:00,"Shooting Permit","Episodic series",5,24,2023,"Spring"
"7615","Bronx","Television",2023-05-26 14:00:00,"Shooting Permit","Episodic series",5,26,2023,"Spring"
"7616","Brooklyn","Television",2023-05-26 19:00:00,"Shooting Permit","Episodic series",5,26,2023,"Spring"
"7617","Brooklyn","Film",2023-05-26 18:00:00,"Shooting Permit","Feature",5,26,2023,"Spring"
"7618","Brooklyn","Television",2023-05-28 08:00:00,"Shooting Permit","Reality",5,28,2023,"Spring"
"7619","Manhattan","Television",2023-05-26 07:00:00,"Shooting Permit","Episodic series",5,26,2023,"Spring"
"7620","Queens","Television",2023-05-25 07:00:00,"Shooting Permit","Episodic series",5,25,2023,"Spring"
"7621","Brooklyn","Television",2023-05-26 09:00:00,"Shooting Permit","Episodic series",5,26,2023,"Spring"
"7622","Manhattan","Film",2023-05-23 07:00:00,"Shooting Permit","Feature",5,23,2023,"Spring"
"7623","Queens","Television",2023-05-26 06:00:00,"Shooting Permit","Episodic series",5,26,2023,"Spring"
"7624","Queens","Television",2023-05-25 06:00:00,"Shooting Permit","Episodic series",5,25,2023,"Spring"
"7625","Queens","Television",2023-05-24 06:00:00,"Shooting Permit","Episodic series",5,24,2023,"Spring"
"7626","Queens","Television",2023-05-23 06:00:00,"Shooting Permit","Episodic series",5,23,2023,"Spring"
"7627","Queens","Television",2023-05-22 06:00:00,"Shooting Permit","Episodic series",5,22,2023,"Spring"
"7628","Manhattan","Television",2023-05-24 05:00:00,"Shooting Permit","Episodic series",5,24,2023,"Spring"
"7629","Manhattan","Television",2023-05-20 03:00:00,"Shooting Permit","News",5,20,2023,"Spring"
"7630","Manhattan","Television",2023-06-16,"Shooting Permit","News",6,16,2023,"Summer"
"7631","Manhattan","Television",2023-06-15 09:00:00,"Shooting Permit","News",6,15,2023,"Summer"
"7632","Brooklyn","Television",2023-05-20 07:00:00,"Shooting Permit","Episodic series",5,20,2023,"Spring"
"7633","Brooklyn","Television",2023-05-22 07:30:00,"Shooting Permit","Episodic series",5,22,2023,"Spring"
"7634","Brooklyn","Commercial",2023-05-22 06:00:00,"Shooting Permit","Commercial",5,22,2023,"Spring"
"7635","Manhattan","Film",2023-05-22 07:00:00,"Shooting Permit","Feature",5,22,2023,"Spring"
"7636","Manhattan","Commercial",2023-05-21 06:00:00,"Shooting Permit","Commercial",5,21,2023,"Spring"
"7637","Manhattan","Commercial",2023-05-19 06:00:00,"Shooting Permit","Commercial",5,19,2023,"Spring"
"7638","Manhattan","Film",2023-05-22 07:00:00,"Shooting Permit","Feature",5,22,2023,"Spring"
